etiqueta,fecha,hora,temperatura
a,19-09-2016,10:34:58,18.9954793444
b,19-09-2016,10:34:58,20.0673052554
G,19-09-2016,10:35:00,18.8409152353
K,19-09-2016,10:35:00,18.066474968
L,19-09-2016,10:35:00,19.1730151743
O,19-09-2016,10:35:00,19.8673054264
U,19-09-2016,10:39:58,17.9354118904
V,19-09-2016,10:39:58,18.1270340536
a,19-09-2016,10:39:58,18.5664126289
b,19-09-2016,10:39:58,19.9581906244
G,19-09-2016,10:40:00,18.3606735213
K,19-09-2016,10:40:00,18.9611859488
L,19-09-2016,10:40:00,19.3569192211
O,19-09-2016,10:40:00,20.7975379845
U,19-09-2016,10:44:58,18.0908168834
V,19-09-2016,10:44:58,18.378538662
a,19-09-2016,10:44:58,18.7043269304
b,19-09-2016,10:44:58,20.0361296466
G,19-09-2016,10:45:00,18.5000985351
K,19-09-2016,10:45:00,18.9920380516
L,19-09-2016,10:45:00,19.3569192211
O,19-09-2016,10:45:00,20.8905612403
U,19-09-2016,10:49:58,19.7536503082
V,19-09-2016,10:49:58,19.494590362
a,19-09-2016,10:49:58,20.2520318684
b,19-09-2016,10:49:58,21.2052149789
G,19-09-2016,10:50:00,19.940823677
K,19-09-2016,10:50:00,19.74791457
L,19-09-2016,10:50:00,20.7821755844
O,19-09-2016,10:50:00,21.8052899225
U,19-09-2016,10:54:58,19.1786518342
V,19-09-2016,10:54:58,19.0544572972
a,19-09-2016,10:54:58,19.7616699078
b,19-09-2016,10:54:58,20.6440540194
G,19-09-2016,10:55:00,19.2436986083
K,19-09-2016,10:55:00,19.1925767198
L,19-09-2016,10:55:00,19.7553779894
O,19-09-2016,10:55:00,20.7975379845
U,19-09-2016,10:59:58,19.0698683391
V,19-09-2016,10:59:58,19.2902428676
a,19-09-2016,10:59:58,19.5471365501
b,19-09-2016,10:59:58,20.7999320637
G,19-09-2016,11:00:00,19.0887819264
K,19-09-2016,11:00:00,19.6245061588
L,19-09-2016,11:00:00,20.0772100714
O,19-09-2016,11:00:00,21.8518015504
U,19-09-2016,11:04:58,18.8367608497
V,19-09-2016,11:04:58,19.2588047916
a,19-09-2016,11:04:58,19.4398698712
b,19-09-2016,11:04:58,21.1272759568
G,19-09-2016,11:05:00,19.2591902765
K,19-09-2016,11:05:00,20.0255834951
L,19-09-2016,11:05:00,20.1385114204
O,19-09-2016,11:05:00,22.2393984496
U,19-09-2016,11:09:58,19.3651378258
V,19-09-2016,11:09:58,20.0133186169
a,19-09-2016,11:09:58,20.1447651895
b,19-09-2016,11:09:58,22.1248954404
G,19-09-2016,11:10:00,19.7239403223
K,19-09-2016,11:10:00,20.179844009
L,19-09-2016,11:10:00,20.2611141183
O,19-09-2016,11:10:00,22.8440496124
U,19-09-2016,11:14:58,20.8725662577
V,19-09-2016,11:14:58,21.1136512788
a,19-09-2016,11:14:58,21.2634034121
b,19-09-2016,11:14:58,23.2004539462
G,19-09-2016,11:15:00,21.1181904596
K,19-09-2016,11:15:00,21.2596676067
L,19-09-2016,11:15:00,21.778322505
O,19-09-2016,11:15:00,23.2936620155
U,19-09-2016,11:19:58,20.0178387963
V,19-09-2016,11:19:58,20.4848897577
a,19-09-2016,11:19:58,20.6504509614
b,19-09-2016,11:19:58,22.4834149423
G,19-09-2016,11:20:00,19.7394319905
K,19-09-2016,11:20:00,20.3803826772
L,19-09-2016,11:20:00,20.7668502472
O,19-09-2016,11:20:00,23.8983131783
U,19-09-2016,11:24:58,19.6914883111
V,19-09-2016,11:24:58,20.2333851492
a,19-09-2016,11:24:58,20.3899461698
b,19-09-2016,11:24:58,22.8107588354
G,19-09-2016,11:25:00,19.8788570042
K,19-09-2016,11:25:00,20.5346431911
L,19-09-2016,11:25:00,20.8741276079
O,19-09-2016,11:25:00,23.3711813953
U,19-09-2016,11:29:58,21.1056737472
V,19-09-2016,11:29:58,21.3651558872
a,19-09-2016,11:29:58,21.3553462797
b,19-09-2016,11:29:58,24.6501197583
G,19-09-2016,11:30:00,21.3040904779
K,19-09-2016,11:30:00,20.9819986816
L,19-09-2016,11:30:00,21.456490423
O,19-09-2016,11:30:00,23.1541271318
U,19-09-2016,11:34:58,19.9245958005
V,19-09-2016,11:34:58,20.2333851492
a,19-09-2016,11:34:58,20.4205937923
b,19-09-2016,11:34:58,23.699263688
G,19-09-2016,11:35:00,20.8083570958
K,19-09-2016,11:35:00,21.2750936581
L,19-09-2016,11:35:00,21.9775518892
O,19-09-2016,11:35:00,23.9138170543
U,19-09-2016,11:39:58,20.2975677837
V,19-09-2016,11:39:58,20.6263610999
a,19-09-2016,11:39:58,21.0641938656
b,19-09-2016,11:39:58,23.4498588171
G,19-09-2016,11:40:00,20.5295070683
K,19-09-2016,11:40:00,21.0745549899
L,19-09-2016,11:40:00,21.4718157602
O,19-09-2016,11:40:00,23.6502511628
U,19-09-2016,11:44:58,21.92932021
V,19-09-2016,11:44:58,21.82100799
a,19-09-2016,11:44:58,22.0755654093
b,19-09-2016,11:44:58,25.5386246109
G,19-09-2016,11:45:00,21.8308071965
K,19-09-2016,11:45:00,21.938413868
L,19-09-2016,11:45:00,22.2534079595
O,19-09-2016,11:45:00,24.2393984496
U,19-09-2016,11:49:58,21.4941862296
V,19-09-2016,11:49:58,22.2139839407
a,19-09-2016,11:49:58,22.060241598
b,19-09-2016,11:49:58,25.8503806995
G,19-09-2016,11:50:00,22.1716238967
K,19-09-2016,11:50:00,22.169804639
L,19-09-2016,11:50:00,22.7591440884
O,19-09-2016,11:50:00,24.6580031008
U,19-09-2016,11:54:58,20.5928372703
V,19-09-2016,11:54:58,20.8307085943
a,19-09-2016,11:54:58,20.9569271867
b,19-09-2016,11:54:58,24.8527612159
G,19-09-2016,11:55:00,20.6534404138
K,19-09-2016,11:55:00,20.6734776537
L,19-09-2016,11:55:00,20.8741276079
O,19-09-2016,11:55:00,22.8285457364
U,19-09-2016,11:59:58,21.2299977416
V,19-09-2016,11:59:58,21.7738508759
a,19-09-2016,11:59:58,21.5239082036
b,19-09-2016,11:59:58,25.2736319355
G,19-09-2016,12:00:00,21.5984321736
K,19-09-2016,12:00:00,21.8612836111
L,19-09-2016,12:00:00,22.0082025636
O,19-09-2016,12:00:00,23.5882356589
U,19-09-2016,12:04:58,22.3178326924
V,19-09-2016,12:04:58,22.999935842
a,19-09-2016,12:04:58,22.9030512177
b,19-09-2016,12:04:58,25.9439075261
G,19-09-2016,12:05:00,22.4504739242
K,19-09-2016,12:05:00,22.6171601294
L,19-09-2016,12:05:00,22.9123974608
O,19-09-2016,12:05:00,25.0145922481
U,19-09-2016,12:09:58,21.2610787402
V,19-09-2016,12:09:58,21.852446066
a,19-09-2016,12:09:58,21.8763558628
b,19-09-2016,12:09:58,25.2268685222
G,19-09-2016,12:10:00,22.1716238967
K,19-09-2016,12:10:00,22.1852306903
L,19-09-2016,12:10:00,22.7284934139
O,19-09-2016,12:10:00,24.8285457364
U,19-09-2016,12:14:58,21.9759417079
V,19-09-2016,12:14:58,22.4497695111
a,19-09-2016,12:14:58,22.6578702374
b,19-09-2016,12:14:58,25.0865782824
G,19-09-2016,12:15:00,21.5674488372
K,19-09-2016,12:15:00,21.9846920222
L,19-09-2016,12:15:00,22.605890716
O,19-09-2016,12:15:00,25.2781581395
U,19-09-2016,12:19:58,20.7793232619
V,19-09-2016,12:19:58,21.5537843435
a,19-09-2016,12:19:58,21.4013177135
b,19-09-2016,12:19:58,24.385127083
G,19-09-2016,12:20:00,21.4744988281
K,19-09-2016,12:20:00,21.7533012513
L,19-09-2016,12:20:00,22.0082025636
O,19-09-2016,12:20:00,24.4254449612
U,19-09-2016,12:24:58,21.3387812366
V,19-09-2016,12:24:58,21.7895699139
a,19-09-2016,12:24:58,21.7997368064
b,19-09-2016,12:24:58,24.8839368248
G,19-09-2016,12:25:00,22.032198883
K,19-09-2016,12:25:00,22.092674382
L,19-09-2016,12:25:00,22.3147093084
O,19-09-2016,12:25:00,24.0998635659
U,19-09-2016,12:29:58,20.9658092535
V,19-09-2016,12:29:58,21.5695033816
a,19-09-2016,12:29:58,21.5852034487
b,19-09-2016,12:29:58,24.821585607
G,19-09-2016,12:30:00,22.0012155466
K,19-09-2016,12:30:00,22.1389525362
L,19-09-2016,12:30:00,22.4986133553
O,19-09-2016,12:30:00,24.2549023256
U,19-09-2016,12:34:58,21.9604012086
V,19-09-2016,12:34:58,21.9624793322
a,19-09-2016,12:34:58,22.3360702008
b,19-09-2016,12:34:58,24.1201344076
G,19-09-2016,12:35:00,22.2335905695
K,19-09-2016,12:35:00,21.6761709943
L,19-09-2016,12:35:00,22.4373120063
O,19-09-2016,12:35:00,24.0068403101
U,19-09-2016,12:39:58,21.0124307514
V,19-09-2016,12:39:58,21.6638176097
a,19-09-2016,12:39:58,21.5239082036
b,19-09-2016,12:39:58,23.9019051456
G,19-09-2016,12:40:00,21.9392488738
K,19-09-2016,12:40:00,22.1389525362
L,19-09-2016,12:40:00,22.4832880181
O,19-09-2016,12:40:00,23.9448248062
U,19-09-2016,12:44:58,21.463105231
V,19-09-2016,12:44:58,21.5852224196
a,19-09-2016,12:44:58,22.0142701642
b,19-09-2016,12:44:58,24.2136612342
G,19-09-2016,12:45:00,22.2335905695
K,19-09-2016,12:45:00,22.4474735641
L,19-09-2016,12:45:00,23.0350001587
O,19-09-2016,12:45:00,24.6114914729
U,19-09-2016,12:49:58,22.6752641763
V,19-09-2016,12:49:58,22.9056216139
a,19-09-2016,12:49:58,23.1788798205
b,19-09-2016,12:49:58,25.398334371
G,19-09-2016,12:50:00,22.6208822743
K,19-09-2016,12:50:00,22.8948290545
L,19-09-2016,12:50:00,23.1882535311
O,19-09-2016,12:50:00,24.6269953488
U,19-09-2016,12:54:58,22.7063451749
V,19-09-2016,12:54:58,23.0942500702
a,19-09-2016,12:54:58,23.4853560459
b,19-09-2016,12:54:58,25.6945026552
G,19-09-2016,12:55:00,23.2095656656
K,19-09-2016,12:55:00,23.0953677226
L,19-09-2016,12:55:00,23.3568322407
O,19-09-2016,12:55:00,24.6269953488
U,19-09-2016,12:59:58,21.8360772142
V,19-09-2016,12:59:58,22.2454220167
a,19-09-2016,12:59:58,22.4126892572
b,19-09-2016,12:59:58,25.4918611976
G,19-09-2016,13:00:00,23.0391573155
K,19-09-2016,13:00:00,23.0953677226
L,19-09-2016,13:00:00,23.2342295428
O,19-09-2016,13:00:00,24.8440496124
U,19-09-2016,13:04:58,22.0691847037
V,19-09-2016,13:04:58,22.3711743209
a,19-09-2016,13:04:58,22.4433368797
b,19-09-2016,13:04:58,24.7436465849
G,19-09-2016,13:05:00,22.5434239333
K,19-09-2016,13:05:00,23.0953677226
L,19-09-2016,13:05:00,23.0809761704
O,19-09-2016,13:05:00,24.7200186047
U,19-09-2016,13:09:58,23.2036411524
V,19-09-2016,13:09:58,23.6915735152
a,19-09-2016,13:09:58,23.6692417811
b,19-09-2016,13:09:58,25.7568538729
G,19-09-2016,13:10:00,23.9686574071
K,19-09-2016,13:10:00,24.4837123482
L,19-09-2016,13:10:00,24.5062325337
O,19-09-2016,13:10:00,25.8983131783
U,19-09-2016,13:14:58,22.2867516938
V,19-09-2016,13:14:58,22.7798693097
a,19-09-2016,13:14:58,22.9336988403
b,19-09-2016,13:14:58,25.5853880242
G,19-09-2016,13:15:00,23.6123490386
K,19-09-2016,13:15:00,24.28317368
L,19-09-2016,13:15:00,23.9545203931
O,19-09-2016,13:15:00,25.557227907
U,19-09-2016,13:19:58,22.9083716658
V,19-09-2016,13:19:58,23.1099691082
a,19-09-2016,13:19:58,23.607946536
b,19-09-2016,13:19:58,25.9594953305
G,19-09-2016,13:20:00,23.9066907343
K,19-09-2016,13:20:00,23.8975223952
L,19-09-2016,13:20:00,24.2303764634
O,19-09-2016,13:20:00,25.2316465116
U,19-09-2016,13:24:58,23.3435056461
V,19-09-2016,13:24:58,24.0216733138
a,19-09-2016,13:24:58,24.0523370628
b,19-09-2016,13:24:58,26.2556636147
G,19-09-2016,13:25:00,23.7052990478
K,19-09-2016,13:25:00,24.8076594275
L,19-09-2016,13:25:00,24.3683044986
O,19-09-2016,13:25:00,25.7897860465
U,19-09-2016,13:29:58,22.9705336629
V,19-09-2016,13:29:58,23.6915735152
a,19-09-2016,13:29:58,23.607946536
b,19-09-2016,13:29:58,25.8815563084
G,19-09-2016,13:30:00,23.5968573704
K,19-09-2016,13:30:00,23.928374498
L,19-09-2016,13:30:00,23.9391950559
O,19-09-2016,13:30:00,25.6967627907
U,19-09-2016,13:34:58,23.2502626503
V,19-09-2016,13:34:58,23.8016067814
a,19-09-2016,13:34:58,23.9297465727
b,19-09-2016,13:34:58,26.2712514192
G,19-09-2016,13:35:00,24.2939824391
K,19-09-2016,13:35:00,24.6842510163
L,19-09-2016,13:35:00,24.4755818592
O,19-09-2016,13:35:00,25.4021891473
U,19-09-2016,13:39:58,23.1570196545
V,19-09-2016,13:39:58,23.8487638955
a,19-09-2016,13:39:58,23.8071560825
b,19-09-2016,13:39:58,26.6453587255
G,19-09-2016,13:40:00,23.9531657389
K,19-09-2016,13:40:00,24.7768073247
L,19-09-2016,13:40:00,24.5828592199
O,19-09-2016,13:40:00,26.2859100775
U,19-09-2016,13:44:58,24.5867455899
V,19-09-2016,13:44:58,24.9962536715
a,19-09-2016,13:44:58,25.4621276994
b,19-09-2016,13:44:58,27.4403367515
G,19-09-2016,13:45:00,25.0375825124
K,19-09-2016,13:45:00,25.6098141
L,19-09-2016,13:45:00,25.0272939999
O,19-09-2016,13:45:00,26.068855814
U,19-09-2016,13:49:58,23.3279651468
V,19-09-2016,13:49:58,23.8644829335
a,19-09-2016,13:49:58,24.3128418544
b,19-09-2016,13:49:58,26.2712514192
G,19-09-2016,13:50:00,24.3094741073
K,19-09-2016,13:50:00,25.4401275346
L,19-09-2016,13:50:00,25.3797767564
O,19-09-2016,13:50:00,27.4952124031
U,19-09-2016,13:54:58,24.6644480864
V,19-09-2016,13:54:58,25.1220059757
a,19-09-2016,13:54:58,25.2935657755
b,19-09-2016,13:54:58,27.2221074895
G,19-09-2016,13:55:00,25.5178242263
K,19-09-2016,13:55:00,26.0725956418
L,19-09-2016,13:55:00,25.9468142343
O,19-09-2016,13:55:00,27.061103876
U,19-09-2016,13:59:58,23.5299916377
V,19-09-2016,13:59:58,24.0531113899
a,19-09-2016,13:59:58,24.174927553
b,19-09-2016,13:59:58,27.1597562717
G,19-09-2016,14:00:00,23.7672657206
K,19-09-2016,14:00:00,23.9746526521
L,19-09-2016,14:00:00,24.0617977538
O,19-09-2016,14:00:00,25.1231193798
U,19-09-2016,14:04:58,25.0840415675
V,19-09-2016,14:04:58,25.876519801
a,19-09-2016,14:04:58,25.9218420375
b,19-09-2016,14:04:58,28.3132537997
G,19-09-2016,14:05:00,25.4403658854
K,19-09-2016,14:05:00,26.4428208753
L,19-09-2016,14:05:00,25.670958164
O,19-09-2016,14:05:00,26.5184682171
U,19-09-2016,14:09:58,24.8353935787
V,19-09-2016,14:09:58,25.4678248123
a,19-09-2016,14:09:58,25.2475943417
b,19-09-2016,14:09:58,28.0638489288
G,19-09-2016,14:10:00,25.331924208
K,19-09-2016,14:10:00,26.0108914362
L,19-09-2016,14:10:00,25.548355466
O,19-09-2016,14:10:00,26.6424992248
U,19-09-2016,14:14:58,23.9340446194
V,19-09-2016,14:14:58,24.8862204053
a,19-09-2016,14:14:58,24.4814037783
b,19-09-2016,14:14:58,27.1129928585
G,19-09-2016,14:15:00,25.331924208
K,19-09-2016,14:15:00,26.0571695904
L,19-09-2016,14:15:00,25.4870541171
O,19-09-2016,14:15:00,26.5804837209
U,19-09-2016,14:19:58,24.0739091131
V,19-09-2016,14:19:58,24.7761871391
a,19-09-2016,14:19:58,24.6039942684
b,19-09-2016,14:19:58,27.4091611426
G,19-09-2016,14:20:00,24.2784907709
K,19-09-2016,14:20:00,24.7151031191
L,19-09-2016,14:20:00,24.460256522
O,19-09-2016,14:20:00,25.6657550388
U,19-09-2016,14:24:58,23.809720625
V,19-09-2016,14:24:58,24.5875586828
a,19-09-2016,14:24:58,24.5580228346
b,19-09-2016,14:24:58,26.988290423
G,19-09-2016,14:25:00,25.409382549
K,19-09-2016,14:25:00,26.3039864127
L,19-09-2016,14:25:00,25.8242115363
O,19-09-2016,14:25:00,27.2006387597
U,19-09-2016,14:29:58,23.6232346335
V,19-09-2016,14:29:58,24.3989302265
a,19-09-2016,14:29:58,24.236222798
b,19-09-2016,14:29:58,27.1597562717
G,19-09-2016,14:30:00,25.2234825307
K,19-09-2016,14:30:00,26.0880216932
L,19-09-2016,14:30:00,25.5177047916
O,19-09-2016,14:30:00,26.9370728682
U,19-09-2016,14:34:58,23.8563421229
V,19-09-2016,14:34:58,24.7919061771
a,19-09-2016,14:34:58,24.3741370994
b,19-09-2016,14:34:58,27.0662294452
G,19-09-2016,14:35:00,24.9601241714
K,19-09-2016,14:35:00,25.9183351279
L,19-09-2016,14:35:00,25.4564034426
O,19-09-2016,14:35:00,27.3556775194
U,19-09-2016,14:39:58,23.965125618
V,19-09-2016,14:39:58,24.6818729109
a,19-09-2016,14:39:58,24.6039942684
b,19-09-2016,14:39:58,27.5806269914
G,19-09-2016,14:40:00,24.3094741073
K,19-09-2016,14:40:00,25.2550149179
L,19-09-2016,14:40:00,25.0119686626
O,19-09-2016,14:40:00,27.2781581395
U,19-09-2016,14:44:58,24.1982331075
V,19-09-2016,14:44:58,24.7919061771
a,19-09-2016,14:44:58,25.0024133614
b,19-09-2016,14:44:58,27.6897416224
G,19-09-2016,14:45:00,25.4403658854
K,19-09-2016,14:45:00,26.6125074406
L,19-09-2016,14:45:00,26.2686463163
O,19-09-2016,14:45:00,28.564979845
U,19-09-2016,14:49:58,23.965125618
V,19-09-2016,14:49:58,24.5561206067
a,19-09-2016,14:49:58,24.3434894769
b,19-09-2016,14:49:58,27.0350538363
G,19-09-2016,14:50:00,24.6812741439
K,19-09-2016,14:50:00,25.5172577916
L,19-09-2016,14:50:00,24.9813179882
O,19-09-2016,14:50:00,26.9060651163
U,19-09-2016,14:54:58,23.6543156321
V,19-09-2016,14:54:58,24.2574588842
a,19-09-2016,14:54:58,24.0676608741
b,19-09-2016,14:54:58,26.5206562901
G,19-09-2016,14:55:00,24.1855407618
K,19-09-2016,14:55:00,24.6533989135
L,19-09-2016,14:55:00,24.2457018006
O,19-09-2016,14:55:00,25.3246697674
U,19-09-2016,14:59:58,23.8718826222
V,19-09-2016,14:59:58,24.6661538729
a,19-09-2016,14:59:58,24.2975180431
b,19-09-2016,14:59:58,26.6453587255
G,19-09-2016,15:00:00,24.9756158396
K,19-09-2016,15:00:00,25.6560922542
L,19-09-2016,15:00:00,25.1039206861
O,19-09-2016,15:00:00,26.3479255814
U,19-09-2016,15:04:58,24.5090430935
V,19-09-2016,15:04:58,25.1691630898
a,19-09-2016,15:04:58,24.9257943051
b,19-09-2016,15:04:58,27.4247489471
G,19-09-2016,15:05:00,25.3783992126
K,19-09-2016,15:05:00,25.686944357
L,19-09-2016,15:05:00,25.4104274309
O,19-09-2016,15:05:00,26.3944372093
U,19-09-2016,15:09:58,24.6333670878
V,19-09-2016,15:09:58,26.0808672954
a,19-09-2016,15:09:58,25.2322705304
b,19-09-2016,15:09:58,27.89238308
G,19-09-2016,15:10:00,25.7811825856
K,19-09-2016,15:10:00,26.7204898004
L,19-09-2016,15:10:00,26.0847422694
O,19-09-2016,15:10:00,27.8362976744
U,19-09-2016,15:14:58,24.6022860892
V,19-09-2016,15:14:58,25.4049486602
a,19-09-2016,15:14:58,25.3548610206
b,19-09-2016,15:14:58,28.4223684307
G,19-09-2016,15:15:00,25.2234825307
K,19-09-2016,15:15:00,26.1651519502
L,19-09-2016,15:15:00,25.7169341757
O,19-09-2016,15:15:00,28.2238945736
U,19-09-2016,15:19:58,25.0840415675
V,19-09-2016,15:19:58,25.9079578771
a,19-09-2016,15:19:58,25.4621276994
b,19-09-2016,15:19:58,28.5314830617
G,19-09-2016,15:20:00,25.3474158762
K,19-09-2016,15:20:00,25.7795006653
L,19-09-2016,15:20:00,25.4564034426
O,19-09-2016,15:20:00,26.5959875969
U,19-09-2016,15:24:58,24.3691785998
V,19-09-2016,15:24:58,25.9393959531
a,19-09-2016,15:24:58,24.86449906
b,19-09-2016,15:24:58,28.687361106
G,19-09-2016,15:25:00,25.2079908625
K,19-09-2016,15:25:00,26.4273948239
L,19-09-2016,15:25:00,25.5023794543
O,19-09-2016,15:25:00,27.2626542636
U,19-09-2016,15:29:58,24.5867455899
V,19-09-2016,15:29:58,25.4049486602
a,19-09-2016,15:29:58,24.9411181163
b,19-09-2016,15:29:58,29.0147049991
G,19-09-2016,15:30:00,25.1150408533
K,19-09-2016,15:30:00,25.9029090765
L,19-09-2016,15:30:00,25.0579446744
O,19-09-2016,15:30:00,26.5804837209
U,19-09-2016,15:34:58,26.5448485015
V,19-09-2016,15:34:58,27.1497618812
a,19-09-2016,15:34:58,26.6267373558
b,19-09-2016,15:34:58,29.3888123054
G,19-09-2016,15:35:00,26.540274327
K,19-09-2016,15:35:00,27.0598629311
L,19-09-2016,15:35:00,26.6364544101
O,19-09-2016,15:35:00,27.7122666667
U,19-09-2016,15:39:58,25.1151225661
V,19-09-2016,15:39:58,25.860800763
a,19-09-2016,15:39:58,25.5540705671
b,19-09-2016,15:39:58,28.9055903681
G,19-09-2016,15:40:00,25.4403658854
K,19-09-2016,15:40:00,25.8257788195
L,19-09-2016,15:40:00,25.5177047916
O,19-09-2016,15:40:00,26.5804837209
U,19-09-2016,15:44:58,24.5245835927
V,19-09-2016,15:44:58,25.4206676982
a,19-09-2016,15:44:58,24.9257943051
b,19-09-2016,15:44:58,27.89238308
G,19-09-2016,15:45:00,25.0840575169
K,19-09-2016,15:45:00,25.686944357
L,19-09-2016,15:45:00,25.2111980468
O,19-09-2016,15:45:00,26.2238945736
U,19-09-2016,15:49:58,24.9597175731
V,19-09-2016,15:49:58,25.7193294207
a,19-09-2016,15:49:58,25.4008324544
b,19-09-2016,15:49:58,28.0794367332
G,19-09-2016,15:50:00,25.5333158945
K,19-09-2016,15:50:00,26.196004053
L,19-09-2016,15:50:00,25.7016088384
O,19-09-2016,15:50:00,26.7510263566
U,19-09-2016,15:54:58,25.6590400415
V,19-09-2016,15:54:58,26.458124208
a,19-09-2016,15:54:58,25.9831372825
b,19-09-2016,15:54:58,28.2664903864
G,19-09-2016,15:55:00,25.7501992492
K,19-09-2016,15:55:00,26.3502645669
L,19-09-2016,15:55:00,25.8855128853
O,19-09-2016,15:55:00,26.7355224806
U,19-09-2016,15:59:58,24.9130960752
V,19-09-2016,15:59:58,26.0651482573
a,19-09-2016,15:59:58,25.5387467558
b,19-09-2016,15:59:58,28.4379562351
G,19-09-2016,16:00:00,25.6882325765
K,19-09-2016,16:00:00,26.3965427211
L,19-09-2016,16:00:00,25.7475848501
O,19-09-2016,16:00:00,26.8440496124
U,19-09-2016,16:04:58,25.892147531
V,19-09-2016,16:04:58,26.3480909418
a,19-09-2016,16:04:58,26.1057277727
b,19-09-2016,16:04:58,28.4067806263
G,19-09-2016,16:05:00,27.3148577367
K,19-09-2016,16:05:00,27.8928697064
L,19-09-2016,16:05:00,27.0042625038
O,19-09-2016,16:05:00,27.541724031
U,19-09-2016,16:09:58,25.4570135506
V,19-09-2016,16:09:58,26.7410668925
a,19-09-2016,16:09:58,26.1670230178
b,19-09-2016,16:09:58,29.1705830434
G,19-09-2016,16:10:00,26.3233909723
K,19-09-2016,16:10:00,27.2758276506
L,19-09-2016,16:10:00,26.6824304218
O,19-09-2016,16:10:00,28.7200186047
U,19-09-2016,16:14:58,25.2394465605
V,19-09-2016,16:14:58,26.1909005616
a,19-09-2016,16:14:58,25.5540705671
b,19-09-2016,16:14:58,28.5938342794
G,19-09-2016,16:15:00,25.9825742721
K,19-09-2016,16:15:00,27.4917923701
L,19-09-2016,16:15:00,26.314622328
O,19-09-2016,16:15:00,27.8207937984
U,19-09-2016,16:19:58,24.6022860892
V,19-09-2016,16:19:58,25.6878913447
a,19-09-2016,16:19:58,25.0483847952
b,19-09-2016,16:19:58,27.6273904047
G,19-09-2016,16:20:00,25.2854492034
K,19-09-2016,16:20:00,26.1342998474
L,19-09-2016,16:20:00,25.8701875481
O,19-09-2016,16:20:00,28.068855814
U,19-09-2016,16:24:58,25.5036350485
V,19-09-2016,16:24:58,26.2537767137
a,19-09-2016,16:24:58,25.8605467924
b,19-09-2016,16:24:58,27.9391464933
G,19-09-2016,16:25:00,25.7501992492
K,19-09-2016,16:25:00,26.9056024171
L,19-09-2016,16:25:00,25.8701875481
O,19-09-2016,16:25:00,27.0145922481
U,19-09-2016,16:29:58,25.0685010682
V,19-09-2016,16:29:58,26.0808672954
a,19-09-2016,16:29:58,25.3548610206
b,19-09-2016,16:29:58,27.7676806446
G,19-09-2016,16:30:00,25.9825742721
K,19-09-2016,16:30:00,26.627933492
L,19-09-2016,16:30:00,26.0847422694
O,19-09-2016,16:30:00,27.541724031
U,19-09-2016,16:34:58,24.9130960752
V,19-09-2016,16:34:58,25.7979246109
a,19-09-2016,16:34:58,25.2322705304
b,19-09-2016,16:34:58,27.8767952756
G,19-09-2016,16:35:00,25.2854492034
K,19-09-2016,16:35:00,25.9491872307
L,19-09-2016,16:35:00,25.2418487212
O,19-09-2016,16:35:00,26.2083906977
U,19-09-2016,16:39:58,25.5036350485
V,19-09-2016,16:39:58,26.5681574742
a,19-09-2016,16:39:58,25.9065182262
b,19-09-2016,16:39:58,28.8900025636
G,19-09-2016,16:40:00,26.292407636
K,19-09-2016,16:40:00,27.5997747299
L,19-09-2016,16:40:00,26.6364544101
O,19-09-2016,16:40:00,28.3479255814
U,19-09-2016,16:44:58,25.0685010682
V,19-09-2016,16:44:58,25.6721723067
a,19-09-2016,16:44:58,25.6000420009
b,19-09-2016,16:44:58,28.001497711
G,19-09-2016,16:45:00,25.9051159311
K,19-09-2016,16:45:00,26.6433595434
L,19-09-2016,16:45:00,26.2533209791
O,19-09-2016,16:45:00,27.4331968992
U,19-09-2016,16:49:58,25.161744064
V,19-09-2016,16:49:58,26.3480909418
a,19-09-2016,16:49:58,25.6919848685
b,19-09-2016,16:49:58,28.1573757554
G,19-09-2016,16:50:00,25.3474158762
K,19-09-2016,16:50:00,26.2268561558
L,19-09-2016,16:50:00,25.7322595129
O,19-09-2016,16:50:00,27.3556775194
U,19-09-2016,16:54:58,25.2394465605
V,19-09-2016,16:54:58,26.458124208
a,19-09-2016,16:54:58,25.5540705671
b,19-09-2016,16:54:58,28.1885513642
G,19-09-2016,16:55:00,26.0290492767
K,19-09-2016,16:55:00,27.1524192395
L,19-09-2016,16:55:00,26.2073449673
O,19-09-2016,16:55:00,27.7587782946
U,19-09-2016,16:59:58,25.9387690289
V,19-09-2016,16:59:58,27.3383903375
a,19-09-2016,16:59:58,26.4428516206
b,19-09-2016,16:59:58,29.2952854789
G,19-09-2016,17:00:00,26.5712576634
K,19-09-2016,17:00:00,27.7848873466
L,19-09-2016,17:00:00,27.0349131783
O,19-09-2016,17:00:00,29.2006387597
U,19-09-2016,17:04:58,25.2083655619
V,19-09-2016,17:04:58,26.0179911433
a,19-09-2016,17:04:58,25.6766610572
b,19-09-2016,17:04:58,27.8612074712
G,19-09-2016,17:05:00,26.3853576451
K,19-09-2016,17:05:00,27.3838100104
L,19-09-2016,17:05:00,26.7897077825
O,19-09-2016,17:05:00,28.4719565891
U,19-09-2016,17:09:58,25.4880945492
V,19-09-2016,17:09:58,26.3009338277
a,19-09-2016,17:09:58,25.8452229811
b,19-09-2016,17:09:58,27.8144440579
G,19-09-2016,17:10:00,26.214949295
K,19-09-2016,17:10:00,27.2449755478
L,19-09-2016,17:10:00,26.5751530611
O,19-09-2016,17:10:00,28.1308713178
